method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,gold,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.1554054054054054,0.1554054054054054,0.13513513513513514,0.14189189189189189,0.1554054054054054,0.1554054054054054
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,widgets_linked_resolved,3,gui_candidate,423,76,347,423,76,347,423,76,92,92,23,0.23684210526315788,0.10087719298245613,0.20394736842105263,0.12650375939849623,0.1615497076023392,0.17763157894736842
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,actions_all,5,gui_candidate,261,214,47,261,214,47,261,214,262,262,111,0.4392523364485981,0.10373831775700935,0.42367601246105924,0.16236463432725115,0.38317757009345793,0.4073208722741433
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,actions_orphan,5,gui_candidate,167,2,165,167,2,165,167,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,actions_with_linked_widget,5,gui_candidate,260,213,47,260,213,47,260,213,261,261,111,0.4413145539906103,0.10422535211267607,0.4256651017214398,0.16312690960578285,0.38497652582159625,0.40923317683881066
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,combined_actions_and_linked_widgets,5,gui_candidate,684,290,394,684,290,394,684,290,354,354,134,0.38620689655172413,0.09241379310344827,0.3660919540229885,0.14296661193212917,0.3235632183908046,0.3471264367816092
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,combined_actions_and_widgets,5,gui_candidate,730,368,362,730,368,362,730,368,447,447,156,0.358695652173913,0.08478260869565218,0.3396286231884058,0.1312413733609386,0.2810235507246377,0.30344202898550726
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,widgets_all_resolved,5,gui_candidate,469,154,315,469,154,315,469,154,185,185,45,0.24675324675324675,0.05844155844155844,0.22283549783549786,0.08799216656359514,0.13906926406926406,0.1590909090909091
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,widgets_functional_resolved,5,gui_candidate,465,148,317,465,148,317,465,148,171,171,40,0.24324324324324326,0.05405405405405406,0.22409909909909909,0.08435220935220937,0.13626126126126126,0.15202702702702703
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,widgets_linked_resolved,5,gui_candidate,423,76,347,423,76,347,423,76,92,92,23,0.23684210526315788,0.06052631578947369,0.20394736842105263,0.08834586466165413,0.15570175438596492,0.17763157894736842
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,actions_all,10,gui_candidate,261,214,47,261,214,47,261,214,262,262,113,0.4485981308411215,0.05280373831775701,0.4330218068535826,0.09253363458970935,0.3847352024922118,0.4088785046728972
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,actions_orphan,10,gui_candidate,167,2,165,167,2,165,167,2,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,actions_with_linked_widget,10,gui_candidate,260,213,47,260,213,47,260,213,261,261,113,0.4507042253521127,0.053051643192488264,0.4350547730829421,0.09296806479905072,0.3865414710485133,0.4107981220657277
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,combined_actions_and_linked_widgets,10,gui_candidate,684,290,394,684,290,394,684,290,354,354,141,0.4,0.04862068965517242,0.3841954022988506,0.08447988792816379,0.32688149972632735,0.34909003831417623
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,combined_actions_and_widgets,10,gui_candidate,730,368,362,730,368,362,730,368,447,447,165,0.37228260869565216,0.04483695652173913,0.3564764492753623,0.07784308083221127,0.28429843857832987,0.30552859730848864
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,widgets_all_resolved,10,gui_candidate,469,154,315,469,154,315,469,154,185,185,52,0.2662337662337662,0.03376623376623377,0.2501082251082251,0.05742893470166197,0.14473046794475367,0.16191249226963514
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,widgets_functional_resolved,10,gui_candidate,465,148,317,465,148,317,465,148,171,171,45,0.2635135135135135,0.030405405405405407,0.24774774774774774,0.05303255303255303,0.1403501716001716,0.1549629987129987
Jina v3,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Jina v3 Strict,Jina v3 | LLMReq-Gemma3-Strict,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,gold,backward,Results CE New\Jina\jina_embeddings_v3_matches_Llmreq_Gemma3_backward.json,widgets_linked_resolved,10,gui_candidate,423,76,347,423,76,347,423,76,92,92,28,0.2631578947368421,0.0368421052631579,0.24671052631578946,0.061802232854864435,0.16397765246449456,0.18073830409356725
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,49,0.3310810810810811,0.3310810810810811,0.27702702702702703,0.28861003861003864,0.3310810810810811,0.3310810810810811
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,1,gui_candidate,103,15,88,103,15,88,103,15,44,44,5,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.3333333333333333
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,1,gui_candidate,153,135,18,153,135,18,153,135,169,169,44,0.32592592592592595,0.32592592592592595,0.291358024691358,0.30052910052910053,0.32592592592592595,0.32592592592592595
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,1,gui_candidate,524,192,332,524,192,332,524,192,267,267,55,0.2864583333333333,0.2864583333333333,0.2378472222222222,0.24826388888888887,0.2864583333333333,0.2864583333333333
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,1,gui_candidate,541,229,312,541,229,312,541,229,310,310,63,0.27510917030567683,0.27510917030567683,0.2314410480349345,0.24090247452692867,0.27510917030567683,0.27510917030567683
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,1,gui_candidate,387,81,306,387,81,306,387,81,106,106,14,0.1728395061728395,0.1728395061728395,0.14814814814814814,0.15373309817754263,0.1728395061728395,0.1728395061728395
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,1,gui_candidate,382,69,313,382,69,313,382,69,83,83,9,0.13043478260869565,0.13043478260869565,0.12077294685990339,0.12318840579710146,0.13043478260869565,0.13043478260869565
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,1,gui_candidate,370,44,326,370,44,326,370,44,63,63,6,0.13636363636363635,0.13636363636363635,0.10606060606060606,0.11255411255411256,0.13636363636363635,0.13636363636363635
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_all,3,gui_candidate,154,148,6,154,148,6,154,148,204,204,84,0.44594594594594594,0.1891891891891892,0.42567567567567566,0.24189189189189186,0.3795045045045045,0.38400900900900903
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,3,gui_candidate,103,15,88,103,15,88,103,15,44,44,16,0.5333333333333333,0.3555555555555555,0.4,0.31111111111111106,0.43333333333333335,0.43333333333333335
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,3,gui_candidate,153,135,18,153,135,18,153,135,169,169,68,0.42962962962962964,0.1679012345679012,0.4222222222222222,0.23061728395061729,0.3679012345679012,0.3728395061728395
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,3,gui_candidate,524,192,332,524,192,332,524,192,267,267,97,0.4010416666666667,0.16840277777777776,0.3767361111111111,0.21458333333333335,0.3324652777777778,0.34027777777777773
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,3,gui_candidate,541,229,312,541,229,312,541,229,310,310,112,0.39737991266375544,0.1630276564774381,0.37554585152838427,0.21120815138282387,0.3231441048034934,0.3311499272197962
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,3,gui_candidate,387,81,306,387,81,306,387,81,106,106,28,0.30864197530864196,0.11522633744855966,0.2839506172839506,0.1551440329218107,0.22016460905349794,0.2345679012345679
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,3,gui_candidate,382,69,313,382,69,313,382,69,83,83,18,0.2463768115942029,0.08695652173913043,0.24154589371980678,0.12560386473429952,0.17632850241545892,0.18115942028985507
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,3,gui_candidate,370,44,326,370,44,326,370,44,63,63,13,0.25,0.09848484848484848,0.21212121212121213,0.12272727272727274,0.17424242424242425,0.19318181818181818
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_all,5,gui_candidate,154,148,6,154,148,6,154,148,204,204,99,0.46621621621621623,0.13378378378378378,0.4594594594594595,0.1883994383994384,0.3838963963963964,0.3884009009009009
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,5,gui_candidate,103,15,88,103,15,88,103,15,44,44,27,0.7333333333333333,0.36000000000000004,0.6888888888888889,0.397979797979798,0.4766666666666667,0.4766666666666667
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,5,gui_candidate,153,135,18,153,135,18,153,135,169,169,72,0.42962962962962964,0.10666666666666667,0.4271604938271605,0.16232162898829566,0.3679012345679012,0.3728395061728395
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,5,gui_candidate,524,192,332,524,192,332,524,192,267,267,121,0.4427083333333333,0.12604166666666666,0.4322916666666667,0.1778612012987013,0.34331597222222227,0.3496527777777778
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,5,gui_candidate,541,229,312,541,229,312,541,229,310,310,136,0.43231441048034935,0.11877729257641922,0.42212518195050946,0.1702300610597554,0.3322416302765648,0.3390101892285299
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,5,gui_candidate,387,81,306,387,81,306,387,81,106,106,37,0.37037037037037035,0.09135802469135802,0.35390946502057613,0.13703169258724815,0.23786008230452674,0.24876543209876542
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,5,gui_candidate,382,69,313,382,69,313,382,69,83,83,22,0.30434782608695654,0.063768115942029,0.2995169082125604,0.10386473429951693,0.19009661835748792,0.19492753623188405
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,5,gui_candidate,370,44,326,370,44,326,370,44,63,63,22,0.36363636363636365,0.1,0.3409090909090909,0.14241440377804016,0.20681818181818182,0.21931818181818183
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_all,10,gui_candidate,154,148,6,154,148,6,154,148,204,204,105,0.46621621621621623,0.07094594594594594,0.46621621621621623,0.11394348894348894,0.3838963963963964,0.3884009009009009
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,10,gui_candidate,103,15,88,103,15,88,103,15,44,44,31,0.7333333333333333,0.20666666666666667,0.7333333333333333,0.28484848484848485,0.4766666666666667,0.4766666666666667
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,10,gui_candidate,153,135,18,153,135,18,153,135,169,169,74,0.42962962962962964,0.054814814814814816,0.42962962962962964,0.09326599326599327,0.3679012345679012,0.3728395061728395
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,10,gui_candidate,524,192,332,524,192,332,524,192,267,267,129,0.4427083333333333,0.0671875,0.44097222222222227,0.1081761120823621,0.34418402777777773,0.3496527777777778
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,10,gui_candidate,541,229,312,541,229,312,541,229,310,310,144,0.43231441048034935,0.062882096069869,0.4294032023289665,0.10236306633686547,0.3329694323144105,0.3390101892285299
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,10,gui_candidate,387,81,306,387,81,306,387,81,106,106,39,0.37037037037037035,0.048148148148148155,0.3621399176954732,0.0812037756482201,0.23991769547325104,0.24876543209876542
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,10,gui_candidate,382,69,313,382,69,313,382,69,83,83,23,0.3188405797101449,0.03333333333333334,0.3140096618357488,0.059795277186581536,0.192512077294686,0.19734299516908213
Jina v3,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Jina v3 Relaxed,Jina v3 | Focus-GPT5-Relaxed,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,gold,backward,Results Relaxed CE New\Jina\jina_embeddings_v3_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,10,gui_candidate,370,44,326,370,44,326,370,44,63,63,24,0.36363636363636365,0.05454545454545454,0.356060606060606,0.08877675354948082,0.21060606060606063,0.21931818181818183
