method,method_family,filter_variant,dataset,source_model,scenario,condition,method_filter,method_condition,backward_result_file,average_scope,direction,result_file,evaluation,k,query_unit,queries_total,queries_with_gold,queries_without_gold,candidate_queries_total,candidate_queries_with_gold,candidate_queries_without_gold,requirements_total,requirements_with_gold,gold_links_total,gold_candidates_total,hits_total,hit_at_k,precision_at_k,recall_at_k,f1_at_k,map_at_k,mrr_at_k
VSM,IR,Strict,Focus,GPT5,Focus-GPT5,Focus-GPT5-Strict,VSM Strict,VSM | Focus-GPT5-Strict,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,all,backward,Results IR New\VSM\vsm_backward_matches_Focus_GPT5.json,actions_all,1,gui_candidate,154,148,6,154,148,6,154,148,204,204,23,0.14935064935064934,0.14935064935064934,0.12987012987012986,0.13636363636363635,0.14935064935064934,0.14935064935064934
Stella 1.5B,CE,Strict,LLMReq,Gemma3,LLMReq-Gemma3,LLMReq-Gemma3-Strict,Stella 1.5B Strict,Stella 1.5B | LLMReq-Gemma3-Strict,Results CE New\Stella\stella_en_1_5b_v5_matches_Llmreq_Gemma3_backward.json,all,backward,Results CE New\Stella\stella_en_1_5b_v5_matches_Llmreq_Gemma3_backward.json,widgets_linked_resolved,10,gui_candidate,367,76,291,367,76,291,367,76,92,92,30,0.0653950953678474,0.008174386920980926,0.06130790190735695,0.013889380374393998,0.04192292720903075,0.04512131828208123
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_all,1,gui_candidate,155,148,7,155,148,7,155,148,204,204,50,0.3225806451612903,0.3225806451612903,0.2709677419354839,0.2820276497695853,0.3225806451612903,0.3225806451612903
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,1,gui_candidate,106,15,91,106,15,91,106,15,44,44,9,0.08490566037735849,0.08490566037735849,0.05345911949685535,0.057951482479784364,0.08490566037735849,0.08490566037735849
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,1,gui_candidate,154,135,19,154,135,19,154,135,169,169,41,0.2662337662337662,0.2662337662337662,0.23593073593073594,0.2439703153988868,0.2662337662337662,0.2662337662337662
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,1,gui_candidate,492,192,300,492,192,300,492,192,267,267,64,0.13008130081300814,0.13008130081300814,0.11212737127371274,0.11585365853658537,0.13008130081300814,0.13008130081300814
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,1,gui_candidate,510,229,281,510,229,281,510,229,310,310,75,0.14705882352941177,0.14705882352941177,0.12973856209150328,0.13333333333333333,0.14705882352941177,0.14705882352941177
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,1,gui_candidate,355,81,274,355,81,274,355,81,106,106,25,0.07042253521126761,0.07042253521126761,0.06807511737089202,0.06841046277665996,0.07042253521126761,0.07042253521126761
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,1,gui_candidate,351,69,282,351,69,282,351,69,83,83,22,0.06267806267806268,0.06267806267806268,0.06267806267806268,0.06267806267806268,0.06267806267806268,0.06267806267806268
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,1,gui_candidate,337,44,293,337,44,293,337,44,63,63,14,0.04154302670623145,0.04154302670623145,0.0390702274975272,0.039423484527342095,0.04154302670623145,0.04154302670623145
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_all,3,gui_candidate,155,148,7,155,148,7,155,148,204,204,89,0.45161290322580644,0.19139784946236557,0.43010752688172044,0.2449462365591398,0.37777777777777777,0.37849462365591396
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,3,gui_candidate,106,15,91,106,15,91,106,15,44,44,17,0.08490566037735849,0.05345911949685535,0.0660377358490566,0.04874213836477987,0.08490566037735849,0.08490566037735849
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,3,gui_candidate,154,135,19,154,135,19,154,135,169,169,72,0.3961038961038961,0.15584415584415584,0.3874458874458874,0.21298701298701297,0.3217893217893218,0.32251082251082247
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,3,gui_candidate,492,192,300,492,192,300,492,192,267,267,116,0.18902439024390244,0.07859078590785908,0.17784552845528456,0.1013550135501355,0.1550925925925926,0.1565040650406504
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,3,gui_candidate,510,229,281,510,229,281,510,229,310,310,128,0.20588235294117646,0.08366013071895424,0.19509803921568628,0.10954248366013072,0.1721677559912854,0.17352941176470588
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,3,gui_candidate,355,81,274,355,81,274,355,81,106,106,39,0.09859154929577464,0.036619718309859155,0.09248826291079813,0.050422535211267605,0.0823943661971831,0.084037558685446
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,3,gui_candidate,351,69,282,351,69,282,351,69,83,83,26,0.07407407407407407,0.024691358024691357,0.07264957264957266,0.03675213675213675,0.06671415004748338,0.06742640075973409
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,3,gui_candidate,337,44,293,337,44,293,337,44,63,63,27,0.06824925816023739,0.026706231454005934,0.061819980217606325,0.03531157270029674,0.052670623145400594,0.054401582591493566
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_all,5,gui_candidate,155,148,7,155,148,7,155,148,204,204,105,0.4838709677419355,0.13548387096774195,0.47419354838709676,0.19269655076106693,0.38332616487455196,0.38559139784946234
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,5,gui_candidate,106,15,91,106,15,91,106,15,44,44,26,0.10377358490566038,0.04905660377358491,0.09591194968553458,0.05460263007432819,0.08641509433962265,0.08867924528301888
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,5,gui_candidate,154,135,19,154,135,19,154,135,169,169,79,0.4155844155844156,0.1025974025974026,0.41125541125541126,0.1563641985719908,0.3263347763347763,0.32705627705627704
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,5,gui_candidate,492,192,300,492,192,300,492,192,267,267,137,0.1991869918699187,0.05569105691056911,0.1951219512195122,0.07973462851511633,0.1581278229448961,0.15873983739837397
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,5,gui_candidate,510,229,281,510,229,281,510,229,310,310,149,0.21568627450980393,0.05843137254901961,0.21176470588235294,0.08476360241066123,0.1750958605664488,0.1756862745098039
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,5,gui_candidate,355,81,274,355,81,274,355,81,106,106,44,0.09859154929577464,0.0247887323943662,0.09718309859154929,0.037637948905554545,0.08417840375586855,0.084037558685446
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,5,gui_candidate,351,69,282,351,69,282,351,69,83,83,27,0.07407407407407407,0.015384615384615385,0.07407407407407407,0.025369692036358703,0.06742640075973409,0.06742640075973409
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,5,gui_candidate,337,44,293,337,44,293,337,44,63,63,32,0.06824925816023739,0.018991097922848667,0.06676557863501484,0.027778848253625706,0.054549950544015825,0.054401582591493566
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_all,10,gui_candidate,155,148,7,155,148,7,155,148,204,204,114,0.49032258064516127,0.07354838709677419,0.49032258064516127,0.11881344461989624,0.3864772145417307,0.38666666666666666
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_orphan,10,gui_candidate,106,15,91,106,15,91,106,15,44,44,31,0.10377358490566038,0.029245283018867925,0.10377358490566038,0.04030874785591766,0.08787810721772986,0.08867924528301888
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,actions_with_linked_widget,10,gui_candidate,154,135,19,154,135,19,154,135,169,169,83,0.42207792207792205,0.0538961038961039,0.42207792207792205,0.09183997820361457,0.3284992784992785,0.3281385281385281
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_linked_widgets,10,gui_candidate,492,192,300,492,192,300,492,192,267,267,148,0.20121951219512196,0.03008130081300813,0.20121951219512196,0.0488859040688309,0.15945928506904117,0.15907859078590786
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,combined_actions_and_widgets,10,gui_candidate,510,229,281,510,229,281,510,229,310,310,160,0.21764705882352942,0.03137254901960784,0.21764705882352942,0.051438594085652906,0.17638032990974167,0.17601307189542484
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_all_resolved,10,gui_candidate,355,81,274,355,81,274,355,81,106,106,46,0.09859154929577464,0.01295774647887324,0.09859154929577464,0.022021405824222726,0.08464788732394367,0.084037558685446
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_functional_resolved,10,gui_candidate,351,69,282,351,69,282,351,69,83,83,28,0.07692307692307693,0.007977207977207978,0.07692307692307693,0.014417681084347751,0.06790123456790123,0.06790123456790123
Stella 1.5B,CE,Relaxed,Focus,GPT5,Focus-GPT5,Focus-GPT5-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-GPT5-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_GPT5_backward.json,widgets_linked_resolved,10,gui_candidate,337,44,293,337,44,293,337,44,63,63,34,0.06824925816023739,0.010089020771513352,0.06824925816023739,0.016723385417747434,0.05504451038575668,0.054401582591493566
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,actions_all,1,gui_candidate,246,204,42,246,204,42,246,204,272,272,61,0.24796747967479674,0.24796747967479674,0.21544715447154472,0.2224157955865273,0.24796747967479674,0.24796747967479674
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,actions_orphan,1,gui_candidate,158,5,153,158,5,153,158,5,20,20,2,0.012658227848101266,0.012658227848101266,0.002109704641350211,0.003616636528028933,0.012658227848101266,0.012658227848101266
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,actions_with_linked_widget,1,gui_candidate,246,201,45,246,201,45,246,201,259,259,59,0.23983739837398374,0.23983739837398374,0.2140921409214092,0.22009291521486646,0.23983739837398374,0.23983739837398374
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,combined_actions_and_linked_widgets,1,gui_candidate,699,271,428,699,271,428,699,271,357,357,68,0.09728183118741059,0.09728183118741059,0.08464473056747734,0.08726752503576538,0.09728183118741059,0.09728183118741059
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,combined_actions_and_widgets,1,gui_candidate,745,337,408,745,337,408,745,337,429,429,86,0.11543624161073826,0.11543624161073826,0.10156599552572708,0.10469798657718121,0.11543624161073826,0.11543624161073826
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,widgets_all_resolved,1,gui_candidate,499,133,366,499,133,366,499,133,157,157,25,0.050100200400801605,0.050100200400801605,0.04542418169672679,0.04666475808760378,0.050100200400801605,0.050100200400801605
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,widgets_functional_resolved,1,gui_candidate,496,128,368,496,128,368,496,128,150,150,24,0.04838709677419355,0.04838709677419355,0.044690860215053765,0.04560291858678956,0.04838709677419355,0.04838709677419355
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,widgets_linked_resolved,1,gui_candidate,453,67,386,453,67,386,453,67,85,85,7,0.01545253863134658,0.01545253863134658,0.013612950699043416,0.013875748975086723,0.01545253863134658,0.01545253863134658
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,actions_all,3,gui_candidate,246,204,42,246,204,42,246,204,272,272,105,0.35365853658536583,0.14227642276422764,0.34146341463414637,0.18821138211382113,0.2967479674796748,0.2967479674796748
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,actions_orphan,3,gui_candidate,158,5,153,158,5,153,158,5,20,20,7,0.0189873417721519,0.014767932489451479,0.012658227848101266,0.01160337552742616,0.015822784810126583,0.015822784810126583
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,actions_with_linked_widget,3,gui_candidate,246,201,45,246,201,45,246,201,259,259,98,0.34146341463414637,0.13279132791327913,0.3333333333333333,0.1807588075880759,0.2865853658536585,0.2865853658536585
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,combined_actions_and_linked_widgets,3,gui_candidate,699,271,428,699,271,428,699,271,357,357,117,0.13876967095851217,0.055793991416309016,0.13304721030042918,0.07348593228421554,0.11623748211731044,0.11659513590844063
Stella 1.5B,CE,Relaxed,Focus,Gemma3,Focus-Gemma3,Focus-Gemma3-Relaxed,Stella 1.5B Relaxed,Stella 1.5B | Focus-Gemma3-Relaxed,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,all,backward,Results Relaxed CE New\Stella\stella_en_1_5b_v5_matches_relaxed_Focus_Gemma3_backward.json,combined_actions_and_widgets,3,gui_candidate,745,337,408,745,337,408,745,337,429,429,137,0.15570469798657718,0.06129753914988814,0.14899328859060404,0.081834451901566,0.1325503355704698,0.1342281879194631
